record_id,title,exclusion_reason,terminal_state,reason_detail,reason_source
2-s2.0-105014108895,CONTENT ANALYSIS OF POLITICAL DISINFORMATION SPREAD BY JAIR BOLSONARO ON TWITTER/X,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Duplicate record of 2-s2.0-105011696813 (the same Bolsonaro tweet study): identical values, 20% of 245 August tweets and 41.24% of 275 October tweets, merged into that record at the cross-source dedup.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-105017960510,Analyzing Bot Activity and Political Discourse in the 2024 U.S. Presidential Election: A Machine Learning Approach to Misinformation and Manipulation,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Bot presence, not misinformation prevalence: the extracted figure is the share of election posts attributed to bot accounts. Bot metrics are not a prevalence (rule L12).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-105018193928,Misinformation About Medical Cannabis in YouTube Videos: Systematic Review,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"only a mean DISCERN quality score, no misinfo prevalence",v143_exclusions.csv
2-s2.0-105023216959,"HIV-related misinformation, testing, and non-disclosure in selected urban and peri-urban areas of West Nile, Eastern, and Northern Uganda","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,The only quantity the first pass could code was belief: 93.2% of respondents misinformed about HIV. The second full-text extraction then returned no qualifying estimate.,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-105026707050,Physical Activity Misinformation on Social Media: Systematic Review,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"The extracted '98%' is the UPPER endpoint of a reported RANGE ('none to 98%'), explicitly NOT a pooled estimate (review did no meta-analysis: 'heterogeneity made this unfeasible'). Not a usable single prevalence value (L7 says mine the review's pooled estimate AND primary studies -- there is no pooled estimate, and most primary metrics are GQS/DISCERN QUALITY scores, not falsity). Each primary value rests on a curated/topical content sample. As an extracted data point this is a range-endpoint of mixed quality-not-veracity measures -> DROP. (The review remains a source to mine for individual primary studies in their own right, but yields no extractable prevalence row here.)",rev2/r2_out_5.json
2-s2.0-105028607759,Climate Disinformation on TikTok in Brazil: Science and Epistemic Authorities in Conflict,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Sampling frame selected by disinformation status: ""only disinformation-based posts were selected"", leaving 207 of 776 climate videos, so the 71% is composition within that set (rule L24).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-105030827603,"The Dental Misinformation Epidemic: An Evaluation of Quality, Accuracy and Educational Impact in Youtube's Tooth Bleaching Content","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"QUALITY-ONLY study (INSTRUCTIONS §1 exclusion, §3 definition). Despite the title's 'misinformation epidemic' framing, the 43 Portuguese-language tooth-bleaching videos are never judged true or false against any external ground truth. Every reported share is a score distribution on a quality/reliability instrument: modified DISCERN reliability (1-5), the Global Quality Score (1-5), a five-item usef",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-105031628111,Educational quality of autism treatment videos on YouTube,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. txt/citation mismatch: the linked full text is Chakrabarty et al. (2024) 'Quality and Reliability of ASD Information on YouTube' (GQS + modified DISCERN), NOT the 'Tonyali 2026' autism-treatment paper, and the abstract-derived '36% poor quality' figure does NOT appear anywhere in this text. Either way the construct is QUALITY (GQS/DISCERN scores, accuracy/usefulness ratings != falsity) on a 41-video keyword sample — QUALITY-not-prevalence per protocol, excluded. No misinfo-falsity-prevalence value exists in the available text.",rev2/r2_out_6.json
2-s2.0-105037202967,Social Media Users’ Engagement with Religious Misinformation: An Exploratory Sequential Mixed-Methods Analysis,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,The only figure is belief: 69.3% of users believe misinformation. Belief is not exposure.,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-105037482660,"Quality, reliability and engagement of aortic dissection-related health information on TikTok: a cross-sectional study from China","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"QUALITY-ONLY study with no share. The 151 Chinese-language TikTok videos on aortic dissection were scored only with the Global Quality Scale (GQS 1-5) and modified DISCERN (0-5), and the results are reported exclusively as medians with IQRs (median GQS 3 (IQR 2-4); median mDISCERN 2 (IQR 1-2)), plus regression coefficients. No video is ever classified as false, misleading, inaccurate or misinforma",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-105040026420,YouTube as a source of patient information on erythema nodosum: an analysis of quality and reliability,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"QUALITY-ONLY study (excluded per section 1/section 3). The 61 English-language YouTube videos on erythema nodosum were scored only with generic instruments - Global Quality Scale, modified DISCERN, JAMA Benchmark Criteria and PEMAT-A/V. No item was ever judged true or false against an external ground truth: there is no fact-check, no guideline concordance coding, no 'accurate/inaccurate' or 'false",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-105040108180,A Descriptive Content Analysis of Weight Loss Injectables on UK TikTok,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. Construct mismatch (QUALITY-as-proxy, L8/QUALITY taxonomy): '% of videos with no claim of scientific evidence' measures evidence-basis, not misinformation/falsity. No item was ever fact-checked or rated true/false. Denominator also non-neutral: top-100 most-liked UK #Mounjaro videos = single-hashtag, popularity-curated, single-topic. No genuine misinfo-prevalence estimate with a neutral denominator exists in the paper.",rev2/r2_out_1.json
2-s2.0-105041471187,Disinformation during the DANA in Valencia (Spain): analysis of the structural and emotional composition of hoaxes,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"114 debunked bulos analysed with no population denominator; the extraction recorded ""(no prevalence)"".",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-27644475868,Scientific drug information in newspapers: Sensationalism and low quality. The example of therapeutic use of cannabinoids,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"All three extracted rows are QUALITY/stance metrics, not a falsity prevalence (L3, QUALITY rule). 55.2% = score<=4 on the Index of Scientific Quality (composite quality, not falsity); 69% = 'sensationalist message' (presentation/tone, not falsity); 27.6% = '8/29 misled medical concepts' which is one sub-item of the 14-item quality index, not a per-claim veracity audit. Denominator is a tiny topical census (n=29 cannabis-therapy newspaper articles, after excluding regulation/recreational), very_small_content_n. No genuine misinfo-prevalence estimate with a neutral falsity construct -> DROP under the high bar (quality/sensationalism != falsity).",rev2/r2_out_5.json
2-s2.0-84871270697,It's not easy being green...or is it? a content analysis of environmental claims in magazine advertisements from the United States and United Kingdom,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,Greenwashing claims in magazine advertising. Misleading advertising is not misinformation prevalence as this review defines it (rule L29).,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-84923308381,Science vs conspiracy: Collective narratives in the age of misinformation,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Engagement composition: 80.86% of likes and 77.92% of comments on troll posts come from users who habitually consume conspiracy stories. That is who engages, not a share of content or of exposure.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-84929523850,The media's role in vaccine misinformation,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"The text file is not the paper named in the manifest. The manifest asks for 'The media's role in vaccine misinformation' (Scopus 2-s2.0-84929523850); the file contains a different document entirely: 'Coronavirus: vaccine misinformation and the role of social media', a King's College London Policy Institute / Ipsos MORI polling report dated Sunday 14 December 2020, contact Bobby Duffy, reporting an",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85010219819,What do popular YouTubeTM videos say about vaccines?,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Anti-vaccine stance coding (65.5% of 87 videos coded anti-vaccine, 36.8% presenting no scientific evidence), not a per-item truth judgement (rule L29).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85047304648,"Drug information, misinformation, and disinformation on social media: a content analysis study","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,Twenty-two hand-traced suspected WhatsApp drug claims with no population denominator; the 86.4% and 27.3% are shares within the traced claims (rule L24).,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85057314879,How humans versus bots react to deceptive and trusted news sources: A case study of active users,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,The only quantity the first pass could code was the bot share of reactions to news sources (9% to 15%); bot metrics are not a prevalence (rule L12). The second full-text extraction then returned no qualifying estimate.,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85065550941,An assessment of fluoride related posts on instagram,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Content-description study with no truth/falsity ground truth. 300 #fluoride Instagram posts were coded for STANCE (pro- vs anti-fluoride) and for eleven non-exclusive TOPIC tags (conspiracy theory, dangers of fluoride to health/teeth, benefits, promotes a product, etc.). No item was judged accurate or inaccurate against fact-checks, guidelines or expert verification; the CDC fact sheet was used on",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85066887829,Disinformation warfare: Understanding state-sponsored trolls on twitter and their influence on the web,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"The first pass recorded no share at all, only that Russian trolls reached substantial numbers of users with a minor effect on virality. The second full-text extraction then returned no qualifying estimate.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85070239449,The reach of commercially motivated junk news on Facebook,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. Construct mismatch (L29-family: quality/stance, not falsity). The category 'junk news' here is expressly NOT misinformation: the authors refuse 'fake news' as a concept, define junk news by commercial low quality and virality, and say fabricated items are only a minority. So the 53% (5.29M/10M Dutch FB users interacted >=1) is REACH of a low-QUALITY content category, not exposure to false content. Additional problems: (a) curated 63-page seed list (not a neutral population of content); (b) numerator counts only users who reacted/commented = interaction, a lower bound, not exposure; (c) reach metric anyway (not diet-share). No misinfo-prevalence estimate with a neutral denominator survives.",rev2/r2_out_6.json
2-s2.0-85079874634,The reliability of Deep Brain Stimulation YouTube videos: YouTube and DBS,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"QUALITY-ONLY study (§1 exclusion ground, §3 quality-vs-content rule). The only outcome is the DISCERN score, a 16-item instrument that grades whether a video states its aims, discloses its sources, and describes the risks, benefits and alternatives of treatment options. No item in the study judges any claim for truth or falsity against an external ground truth: there is no fact-check, no expert ve",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85084369983,COVID-19 and the 5G conspiracy theory: Social network analysis of twitter data,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Tweets sampled on the #5GCoronavirus hashtag, so the 34.8% is composition within a conspiracy-defined set rather than a prevalence (rule L26).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85090200414,Misinformation of COVID-19 on the internet: Infodemiology study,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,The reported shares are quality bands over 110 websites: 39.1% meeting none of the JAMA benchmark criteria and 70.0% scoring low on DISCERN. Quality instruments are not falsity judgements.,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85090209342,"Global infodemic: Information disorders, false narratives, and fact checking during the covid-19 crisis","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"511 COVID items drawn from the IFCN fact-check database; the 41.09% ""completely fabricated"" is composition within an already-false set (rule L31).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85090489959,Misinformation Dissemination in Twitter in the COVID-19 Era,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Is it misinfo, coded for falsity? Partly - the seven categories ARE specific false claims (e.g. '5G networks could be a link to COVID-19', 'influenza vaccine could lead to positive COVID test'), so the content is falsity-coded, not just topic/quality. BUT the values fail on two rules: (1) The percentages (14.2%, 11.5%, 5.9%, 5.5%, 2.8%, 1.7%, etc.) are sub-topic THEME breakdowns of individual misinfo claims WITHIN the misinfo-coded set - they are within-misinfo composition, not a total misinfo prevalence (L16). There is no reported single 'X% of the 13,596 tweets are misinformation' total. (2) The authors EXPLICITLY warn the denominator is non-neutral: 'this research question's hypothesis might be subject to selection biases, leading to an overrepresentation of tweets containing misinformation rather than novel reports' - the keyword set was built specifically to surface self-reported misperceptions/attributions (keywords like 'positive','test','feel','I','my'), and tweets were filtered by 'subject irrelevance' against a misinfo-oriented coding frame. So the 13,596 denominator is not a neutral topical sample; the per-theme shares are composition within a misinfo-selected corpus. No normalizable total-misinfo share against a neutral denominator exists. DROP.",reexam/reexam_out_4.json
2-s2.0-85092601632,"Continued post-retraction citation of a fraudulent clinical trial report, 11 years after it was retracted for falsifying data","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,Academic citation practice: 96% of post-retraction citations to one retracted trial fail to mention the retraction. Not audience exposure to misinformation.,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85093504656,"“Fake news” in dermatology. Results from an observational, cross-sectional study","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Re-checked; DROP. Two independent reasons. (1) QUALITY-not-falsity: the 44.7% is the share of websites rated 'imprecise' on a 3-level certainty scale (imprecise/confusing/precise), where 'imprecise' = 'not endorsed by / incompatible with the available scientific literature' (Methods). This is an accuracy/usefulness QUALITY rating, not a measure of false-claim prevalence; per protocol QUALITY is kept-but-excluded from prevalence, and per L27 (Cuan-Baltazar) source/WEBSITE-level ratings are not content-item misinfo exposure. The unit here is the WEBSITE (385 most-shared dermatology websites via BuzzSumo), not content items a person was exposed to. (2) The estimate is a quality audit of the most-SHARED websites, capturing source quality, not population/diet exposure. Note the abstract value should read 44.7% imprecise / 20% confusing / 35.3% precise (Table 2 confirms 172/385 = 44.7% imprecise), so the original value was accurate, but the construct fails.",reexam/reexam_out_5.json
2-s2.0-85100465405,Characterizing the COVID-19 infodemic on chinese social media: Exploratory study,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"2,745 already-flagged misinformation posts characterised by source and theme (conspiracy theories 23.61%). Composition within a curated misinformation corpus, with no ground-truth denominator.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85106955095,"Content themes and influential voices within vaccine opposition on Twitter, 2019","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Whole sample is anti-vaccine messages selected by anti-vax stance (circular denominator, L24); the 59.5% is concentration of who PRODUCES the messages = creator/source concentration (L14, drop), not audience exposure or sharing-by-users. All within-set figures (66.5% deaths, 43.8% autism) are composition within the anti-vax corpus (L16). Anti-vax stance != misinformation (L29). No neutral-denominator prevalence. DROP. (Row retained for audit but verdict=DROP_STUDY.)",proc/proc_out_6.json
2-s2.0-85111045152,Research note: The scale of Facebook’s problem depends upon how ‘fake news’ is classified,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"The 11.1% (1 in 9) is an engagement RATIO of fake-news vs mainstream-news interactions, derived from BuzzSumo top-200 most-engaged stories PER candidate/issue query. Three disqualifiers: (1) value is a fake:mainstream engagement ratio, not a share of a neutral denominator (L10 ratio != prevalence); (2) curated query-based top-200 engagement denominator, not a population/random/census content sample; (3) source-level (imposter/conspiracy site) labeling, not content-level falsity (L27 source != content prevalence). No usable neutral-denominator prevalence estimate -> DROP.",rev2/r2_out_5.json
2-s2.0-85112101773,"Prevalence of anger, engaged in sadness: engagement in misinformation, correction, and emotional tweets during mass shootings","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Abstract-only, and the only statement is qualitative: misinformation was more prevalent than correction during the crisis. No share with a denominator.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85113596430,Prevalence and source analysis of COVID-19 misinformation in 138 countries,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Country and platform shares of a collected set of 9,657 fact-checked misinformation pieces (India 15.94%, Facebook 66.87%). Corpus composition, not prevalence (rule L42).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85114503116,A Second Pandemic? Analysis of Fake News About COVID-19 Vaccines in Qatar,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,unreliable + hard to extract (Sacha jc36),v143_exclusions.csv
2-s2.0-85115858008,A Study of Misinformation in Audio Messages Shared in WhatsApp Groups,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"No quantitative share of misinformation with a denominator is reported anywhere in the paper, and none is validly derivable. The corpus (42,869 audio messages, 16,503 unique audios, 11,700 with usable transcriptions) was never classified in full: misinformation was identified by TF-IDF cosine-similarity matching against a Brazilian fact-check claim database, after which ONLY the 300 highest-simila",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85116608685,A retrospective analysis of the covid-19 infodemic in Saudi Arabia,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Both extracted rows (WhatsApp 46%, Twitter 41%) are PLATFORM-of-ORIGIN shares of community-reported rumors from a 88-respondent survey -> composition of rumor sources by platform, not a misinfo prevalence with a neutral denominator (L42 corpus/platform composition; L11/L3 construct mismatch). Translated Arabic content reviewed. The Twitter corpus itself was retrieved by misinfo-theme KEYWORDS (circular, L24) and reports no clean %-of-all-tweets-that-are-misinfo. No genuine neutral-denominator prevalence -> DROP_STUDY.",proc/proc_out_3.json
2-s2.0-85118684788,"Misinformation, perceptions towards COVID-19 and willingness to be vaccinated: A population-based survey in Yemen","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,The only quantities the first pass could code were belief rates by statement (8.9% to 38.9%). The second full-text extraction then returned no qualifying estimate.,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85118897555,Is social media spreading misinformation on exercise and health in Brazil?,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. The 38.79% headline is a mean composite QUALITY score (% of max across four quality criteria, one of which is the influencer's academic degree), explicitly NOT a falsity share -> QUALITY taxonomy, excluded from prevalence (L8/QUALITY). Posts were never rated true/false; ~44% were judged 'scientifically viable', most simply lacked a cited source. The 2.7% (13/495 posts citing an endorsing reference) is a sourcing/transparency metric, also not a misinfo share. Denominator additionally non-neutral: 33 popularity-selected top Brazilian exercise/health Instagram influencers (>100k followers), single-topic, multi-account popularity curation. No genuine misinfo-prevalence estimate with a neutral denominator.",rev2/r2_out_1.json
2-s2.0-85118981288,Understanding engagement with U.S. (mis)information news sources on Facebook,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Entire study measures ENGAGEMENT (comments+shares+reactions, mostly likes) with news-publisher Facebook pages; it has NO exposure/impression data (authors repeatedly state CrowdTangle lacks impressions and video views are not a good substitute). Per L34, engagement != exposure -> OTHER, excluded. So none of the rows is a neutral-denominator exposure/content/sharing-of-content prevalence: (a) the 27% 'overall engagement with misinfo sources' is an engagement share (OTHER); (b) the Far-Right 68% / Far-Left 38% are partisan-subgroup splits of that engagement (also subgroups, L30/L38); (c) the 9.3% (236/2551) 'share of pages that are misinfo' is source-list composition (source/creator-level, L14), not audience prevalence. VALUE-CORRECTION FINDING: the full text gives different numbers than the abstract-derived rows -- body reports 1.9B misinfo vs 5B non-misinfo interactions (=27.5% overall, not 27.0/2B-over-7.4B), Far Right 67.9% (1.2B vs 552M, not 68.1%), Far Left 35.7% (not 37.7%). Recorded here in case the study is revisited, but DROP_STUDY: engagement-only, source-level, no genuine exposure prevalence.",upgrade6_out.json
2-s2.0-85123434312,"Cross-platform spread: vaccine-related content, sources, and conspiracy theories in YouTube videos shared in early Twitter COVID-19 conversations","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. The headline 75% (15/20 videos present conspiracy theories) is composition within a POPULARITY-SELECTED, already-topical set: the 20 MOST-TWEETED YouTube videos drawn from 2,097 videos that were themselves linked in vaccine-related tweets inside COVID-19 conversations. This denominator is (a) selected by tweet popularity (not neutral/random), (b) tiny (n=20), and (c) within a vaccine-discourse-curated frame -> fails sampling-frame neutrality (L24) and is composition, not prevalence. The paper itself frames these as 'the content that users were exposed to' for the most-shared videos, i.e., an agenda/most-shared analysis, not a diet share. No neutral-denominator misinfo prevalence is recoverable: the only population-frame number is '2% (n=3,722) of all tweets that shared a URL had a YouTube URL' (cross-platform sharing rate, not misinfo), and the LDA topic breakdown (e.g. opposed topics 1/5/8/12 = 458/1,280 transcripts) is over an already vaccine-tweet-selected, transcript-available subset and mixes anti-vaccination STANCE with conspiracy/misinfo (L29). Construct also conflates anti-vax stance with misinformation.",reexam/reexam_out_3.json
2-s2.0-85128353484,Disinformation in Spain one year after COVID-19. Analysis of the Newtral and Maldita verifications,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,255 debunked hoaxes from Spanish fact-checking platforms; the 28% COVID share is thematic composition within the fact-check set (rule L41).,exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85130316440,Characterization of False or Misleading Fluoride Content on Instagram: Infodemiology Study,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"The 500 Instagram posts were pre-filtered to ""false or misleading"" fluoride content, so the 82.6% is composition within a misinformation-selected sample (rule L24).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85139497631,Quality of bladder cancer information on YouTube,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"QUALITY-ONLY study. The paper's stated aim mentions 'the presence of misinformation', but nothing in it judges any video for truth or falsity: the only instruments are DISCERN (16 items, with item 16 dichotomised into poor quality 1-2 vs moderate/good 3-5) and PEMAT understandability/actionability, both reported as scores and as a share of videos below a quality cutoff. There is no external ground",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85141933574,The Instagram Infodemic Persists: Extreme Content Escapes Platform's Removal Tactics,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Sample = 300 posts pre-selected via misinformation hashtags (#hoax, #plandemic, #governmentlies) -> curated-by-misinfo-status denominator (circular, L24/L26). Both reported figures (61% still accessible = persistence; 0.05% carry a warning = flagging) are OTHER constructs, not misinfo prevalence/exposure. No neutral-denominator prevalence -> DROP.",proc/proc_out_5.json
2-s2.0-85146352693,"Sources, Channels and Strategies of Disinformation in the 2020 US Election: Social Networks, Traditional Media and Political Candidates","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"L24/L31/L41/L42 fact-check-database = circular by construction + L8 channel-share != prevalence. Sample = 166 news items ALREADY verified as false by 10 IFCN fact-checkers. The 67.4% is the % of those false items spread via social networks (a channel/composition breakdown), not a misinfo prevalence against any neutral denominator. All paper figures (sources 40.9%, channels 67.4%, strategies 58.4%) are compositions within the curated fact-checked set. Non-English author/sources translated where needed. DROP.",proc/proc_out_4.json
2-s2.0-85147303661,From Facebook to YouTube: The Potential Exposure to COVID-19 Anti-Vaccine Videos on Social Media,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"THE TEXT IS NOT THE PAPER NAMED. The file contains a different document in full: 'COVID-RELATED MISINFORMATION ON YOUTUBE - The Spread of Misinformation Videos on Social Media and the Effectiveness of Platform Policies', COMPROP Data Memo 2020.6 (21.09.2020), by Aleksi Knuutila, Aliaksandr Herasimenka, Hubert Au, Jonathan Bright, Rasmus Nielsen and Philip N. Howard (Computational Propaganda Projec",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85171389183,Exploring YouTube’s Recommendation System in the Context of COVID-19 Vaccines: Computational and Comparative Analysis of Video Trajectories,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Construct is antivaccine SENTIMENT/STANCE, not misinformation/falsity (L11 audience-lean/stance and L29 anti-vaccine stance != misinfo-prevalence). The <6% is the share of antivaccine-STANCE videos among 27,074 algorithmic recommendation-trajectory videos from a WHO seed -- an antivaccine-stance recommendation share, not a falsity prevalence. Also a synthetic recommendation-feed denominator (gamified trajectories / API / clean browser), not a real user diet. Stance != misinformation -> DROP.",rev2/r2_out_5.json
2-s2.0-85179779094,New agents of mass disinformation. Analysis of the publications produced by Spanish political influencers on Instagram,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP both rows. (1) Construct is NOT falsity: the headline 53% aggregates a broad taxonomy dominated by 'biased/one-sided', 'trolling', and 'misleading connection' -- stance/incivility/framing, not false content (L8 bias/one-sided != fake; broad-disinfo-taxonomy includes trolling/clickbait). Genuinely-false categories (Fabricated=2, Hoaxes=30, Conspiracy=32 out of 400) are a small minority, so 53% massively overstates 'misinformation prevalence.' (2) Denominator = posts from 40 political INFLUENCERS (a curated set of opinion-leader actors), i.e. a non-representative actor-selected sample, not a population/neutral content frame. (3) The 92% row is share of ACCOUNTS that generate any disinfo = concentration of CREATORS/sources -> drop per L14. No usable falsity-prevalence estimate with a neutral denominator -> drop study. (Spanish-language source read in full; key claims translated above.)",rev2/r2_out_4.json
2-s2.0-85183995752,Portrayal of mental health effects of isotretinoin on TikTok,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. The 67.4% (videos) and 78.8% (comments) are STANCE/SENTIMENT codings ('portrayed a high risk of negative mental effects', sorted high/medium/low), not per-item falsity classifications. The authors only loosely gloss high-risk portrayal as 'potentially inaccurate information' against one cohort study; no video was individually adjudicated false. Stance/sentiment != misinfo falsity (L13/L29 family). Also a tiny editor's-letter sample (n=46 videos / 316 comments) drawn on 'Accutane'+'mental health'. Construct mismatch -> drop.",rev2/r2_out_2.json
2-s2.0-85186333554,Quality of bladder cancer treatment information on YouTube: May the user's profile affect the quality of results?,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. The 52%/32% are shares scoring >=3 on a subjective 5-point Likert 'degree of misinformation' SEVERITY scale, not a binary false/true content classification, so the % is a quality/severity rating, not a falsity share. The study's actual finding and framing is a CORRELATION (misinformation level vs views/month), not a prevalence estimate. Denominators are also confounded by user-profile manipulation (incognito 46 videos vs logged-in physician 50 videos) on 'bladder tumor treatment', and the two cohorts overlap. Severity-Likert + correlation-design + tiny manipulated samples -> not a usable neutral-denominator misinfo-prevalence estimate.",rev2/r2_out_2.json
