row_key,item_id,batch,verdict,our_construct,blind_construct,our_value_pct,their_value_pct,our_denominator,their_quote,their_note,our_flag,our_confidence,RULING,RULING_reason
2-s2.0-105009256604#36,2-s2.0-105009256604,verify_02.csv,CORRECT,CONTENT,QUALITY,2.34,2.34,128 ratings of answers to 64 MRI-related patient questions (64 answers rated by each of two board-certified radiologists),"At least one response per LLM was rated as inaccurate, with Google Gemini answering most often potentially misleading (in 5.26% for CT and 2.34% for MRI).",The paper states 2.34% for Gemini MRI in the abstract.,"loc: Results, section 3; Table 2 (MRI); One of eight rows covering four models x two question sets; the paper reports a separate misleading-answer share for each model and modality, so they are kept as separate source/measure cells rather than pooled. The denominator is ratings, not answers: each answer was rated by both radiologists and the paper's percentages are computed over the 114 (CT) or 128 (MRI) ratings. Interrater agreement was very low (ICC 0.006-0.071 for CT), so the share is unstable. The results text prints 2.40% for this model, which is arithmetically wrong: 3 of 128 ratings is 2.34%, the value the abstract itself prints for Google Gemini. The exact part/whole share is used here.",medium,,
2-s2.0-105013056526#44,2-s2.0-105013056526,verify_01.csv,CORRECT,RECALL,SHARING,37.4,37.4,"2,284 consumers recruited at nine Italian community pharmacies, aged 18-75 (convenience sample)",and 37.4% admitted to sharing it. A χ 2 test showed a,"Checked against the cited paper; value, denominator, and construct agree.","loc: Results, 'Fake news and related variables', p. 5; Self-reported (not observed) sharing, so RECALL with recall_subtype sharing, not SHARING. The text does not state the exact response categories collapsed into the 37.4%. The PDF is two-column and the text extraction interleaves the columns, so the full sentence is not contiguous in the text file; source_quote is the contiguous fragment carrying the value. Full sentence as printed: 'A substantial portion of respondents reported encountering food-related fake news at least once a week (21.5%) or several times a month (52.7%). About 78% stated they ‘often’ or ‘sometimes’ believed such news, and 37.4% admitted to sharing it.'",high,,
2-s2.0-105016716843#51,2-s2.0-105016716843,verify_04.csv,CORRECT,CONTENT,QUALITY,52,52,100 TikTok videos featuring Javier Milei published in the six months before the 2023 Argentine election (n2 = 100),La exageración es la principal forma que tanto el candidato estadounidense (61 %) como el argentino (52 %) usan para fomentar la desinformación.,Checked: the paper reports 52% for Milei's exaggeration category.,"borderline; loc: Section 4.4 Estrategias de desinformacion, p. 745 (Grafico 4); Broadest definition variant for Argentina. Same source sentence as the Trump exaggeration row: 'La exageracion es la principal forma que tanto el candidato estadounidense (61 %) como el argentino (52 %) usan para fomentar la desinformacion.' Marked borderline for the same reason: an exaggerated claim need not be false.",medium,,
2-s2.0-105021753831#62,2-s2.0-105021753831,verify_03.csv,CORRECT,SHARING,CONTENT,32,32,Links posted in US-flagged 4chan /pol/ posts to the 182 hostnames that appeared over 400 times and were manually coded (link count not stated),with 32% of links posted falling under the category in the first time period and 31% of websites in the second time period,Checked the paper’s first-period link share; sharing denominator is appropriate.,"loc: Chapter 4 (Burton), Findings: News ecologies, compared, p. 70; Time series collapsed to the first collection period (11 Jan 2019-25 Mar 2020); the second period value is 31%, stated as a share of websites rather than of links, so the two are not strictly the same measure. The chapter also breaks the first-period 4chan junk news into propaganda 20.2%, sensationalist 10.7% and conspiratorial 1.2% of total links (second period 10.4%, 6.9% and 14.4%); these sub-categories are not extracted as separate rows to avoid multiplying definition variants. Denominator is restricted to hostnames passing a frequency threshold, hence curated. platform_norm 'other' because 4chan is not in the vocabulary.",medium,,
2-s2.0-105023100505#70,2-s2.0-105023100505,verify_02.csv,CORRECT,CONTENT,QUALITY,12.5,12.5,8 DeepSeek R1 answers (the model answered only 8 of the 12 questions; Table 2 lists scores for questions 1-8),"DeepSeek R1’s six responses were rated as “excellent” by Reviewer 1 and Reviewer 2, one response was rated as “satisfactory requiring minimal clarification,” and one response was rated as “ Unsatisfactory, substantial clarification required” (Table 2).",One unsatisfactory response among eight answered questions is 12.5%.,"borderline; loc: Abstract Results; Results paragraph 2; Table 2 (question 6 scored 4-4); The text contradicts itself on how many questions DeepSeek answered: the Abstract and one Results sentence say five, another Results sentence says eight ('could only answer eight questions in total'), the Methods say it failed on four of twelve (= eight), and Table 2 prints scores for questions 1-8 and Table 3 is headed N = 8. The denominator 8 is used because the score table and two independent statements support it; confidence lowered to medium for the inconsistency. Denominator is answers produced, not questions asked: on 12 asked, the unanswered four are non-responses, not judgements. Same borderline caveat on the Mika scale as the other rows.",medium,,
2-s2.0-105023100505#69,2-s2.0-105023100505,verify_05.csv,CORRECT,CONTENT,QUALITY,0,0,12 Gemini 1.5 Flash answers to the 12 most frequently asked patient questions on androgenetic alopecia,"Gemini Flash 1.5’s nine responses were rated as “excellent” by Reviewer 1, and three responses were rated as “satisfactory requiring minimal clarification;” nine responses were rated as “excellent” by Reviewer 2, and three response was rated as “satisfactory requiring minimal clarification.”",All 12 Gemini answers were rated 1 or 2; none was rated 4 (Unsatisfactory).,borderline; loc: Abstract Results; Results paragraph 4; Table 2 (Accuracy of Responses); Zero-prevalence estimate read off the complete Table 2 score grid (all 12 answers scored 1 or 2 by both reviewers). Same borderline caveat on the Mika scale as the ChatGPT row.,high,,
2-s2.0-105031731355#84,2-s2.0-105031731355,verify_02.csv,CORRECT,RECALL,SHARING,9.6,9.6,"52 English Language and Literature students at the Faculty of Humanities and Social Sciences, Osijek (of 109 valid responses); denominator includes 16 'cannot determine' answers","For misinformation, 25 IS students (22.9%), 23 ELL students (21.1%), and 4 IS-ELL students (3.7%) reported sharing it, while 11 IS students (10.1%), 8 ELL students (7.3%), and 1 IS-ELL student (0.9%) denied doing so.",Five ELL sharers out of 52 ELL students gives the recorded 9.6%.,"loc: Section 4.4 and Table 13, p. 3555; Stricter (intentional falsehood) variant of the misinformation row for the same group. value_pct is 5/52.",medium,,
2-s2.0-105032107446#96,2-s2.0-105032107446,verify_07.csv,CORRECT,RECALL,OTHER,45.4,45.4,"390 cocoa farmers in the Jukwa cocoa district, Ghana (randomly selected within three zones)","Nearly half of the surveyed farmers (45.4%) reported having acted on cocoa farming information that later proved false, highlighting the vulnerability of the sector to misinformation (Table 5).",Checked against the paper.,"loc: Results, 'Farmers' experience of misinformation in cocoa farming' (p. 10) and Table 5; Agricultural (not political/health) misinformation; topic coded 'other'. Data-collection dates are never stated; year is the publication year. The conclusion restates the same figure as 45.5% ('nearly half (45.5%) of farmers acting on false information'), an internal inconsistency with the 45.4% of Table 5; the Table 5 value with its verbatim count (177/390) is kept.",high,,
2-s2.0-105038974336#113,2-s2.0-105038974336,verify_07.csv,CORRECT,CONTENT,OTHER,47,47,30 direct disinformation-seeking prompts submitted to Meta AI (Llama 4) across six predefined health disinformation topics,"For the direct prompts, Copilot (GPT-5) and Meta AI (Llama 4) produced disinformation in 47% (14 of 30) submissions, while Grok (Grok 4) did so in 63% (19 of 30).",Checked against the paper.,"loc: Results, Table 1 and accompanying text; Adversarial red-team design: the denominator is a curated set of prompts deliberately written to elicit disinformation, so the share measures safeguard failure under attack, not the prevalence of disinformation in ordinary use.",high,,
2-s2.0-105038974336#109,2-s2.0-105038974336,verify_07.csv,CORRECT,CONTENT,OTHER,83,83,30 obfuscated prompts using the fictionalization technique submitted to Copilot (GPT-5) across six predefined health disinformation topics,"Copilot (GPT-5) produced disinformation in 70% (21 of 30) of characterization and 83% (25 of 30) of fictionalization prompts, while Grok (Grok 4) did so in 33% (10 of 30) and 83% (25 of 30), respectively.",Checked against the paper.,"loc: Results, Table 1 and accompanying text; Adversarial red-team design: the denominator is a curated set of prompts deliberately written to elicit disinformation, so the share measures safeguard failure under attack, not the prevalence of disinformation in ordinary use. Characterization and fictionalization rows are obfuscated-prompt variants of the same platform's direct-prompt row (definition_variant=true).",high,,
2-s2.0-105038974336#106,2-s2.0-105038974336,verify_07.csv,CORRECT,CONTENT,OTHER,93,93,30 obfuscated prompts using the fictionalization technique submitted to Gemini (Gemini 3.0 Pro) across six predefined health disinformation topics,"For the obfuscated prompts, Gemini (Gemini 3.0 Pro) produced disinformation in 100% (30 of 30) of characterization prompts and 93% (28 of 30) of fictionalization prompts.",Checked against the paper.,"loc: Results, Table 1 and accompanying text; Adversarial red-team design: the denominator is a curated set of prompts deliberately written to elicit disinformation, so the share measures safeguard failure under attack, not the prevalence of disinformation in ordinary use. Characterization and fictionalization rows are obfuscated-prompt variants of the same platform's direct-prompt row (definition_variant=true).",high,,
2-s2.0-105038974336#114,2-s2.0-105038974336,verify_07.csv,CORRECT,CONTENT,OTHER,93,93,30 obfuscated prompts using the characterization technique submitted to Meta AI (Llama 4) across six predefined health disinformation topics,Meta AI (Llama 4) generated disinformation in 93% (28 of 30) of characterization and 80% (24 of 30) of fictionalization prompts.,Checked against the paper.,"loc: Results, Table 1 and accompanying text; Adversarial red-team design: the denominator is a curated set of prompts deliberately written to elicit disinformation, so the share measures safeguard failure under attack, not the prevalence of disinformation in ordinary use. Characterization and fictionalization rows are obfuscated-prompt variants of the same platform's direct-prompt row (definition_variant=true).",high,,
2-s2.0-85067547811#126,2-s2.0-85067547811,verify_01.csv,CORRECT,RECALL,SHARING,12,12,"1,007 wave-1 respondents of a national Chilean online panel (TrenDigital, quota-matched to population on gender, age and region)","Compared to exposure and beliefs in these claims, fewer Chileans admitted to sharing them. Each claim was shared, on average, by 12% of participants.","Checked against the cited paper; value, denominator, and construct agree.","loc: Results, first paragraph (p. 811); Table 1 column 'Has shared claim %' (p. 809); This is a mean across the ten claim-level shares, stated verbatim; it is not the share of respondents who shared at least one claim, which the paper does not report. Per-claim sharing in Table 1 ranges from 3% to 25%.",medium,,
2-s2.0-85074544598#127,2-s2.0-85074544598,verify_05.csv,CORRECT,QUALITY,SHARING,11.86,11.86,"143,003 unique English-language, text-based vaccine-related web pages shared on Twitter between 17 Jan 2017 and 14 Mar 2018 (from 1.27 million URLs extracted from 6,591,566 tweets, after language, dead-link, <300-word and duplicate filtering)","We estimated that 11.86% (16,961 of 143,003) of Web pages were of low credibility, and they generated 14.68% (112,225 of 764,283) of retweets.",Checked against the cited paper.,"borderline; loc: Results, 'Potential Exposure Estimation'; also Abstract (Results); Denominator is the deduplicated set of web pages that were shared at least once on Twitter, not the shares themselves; the study frames it as a corpus of items appraised for credibility. Alternative coding if 'low credibility' is accepted as a misinformation label: CONTENT (share of items in a sample classified unreliable) or, applying the instruction that '% of shared links unreliable is SHARING, not CONTENT', SHARING with sharing_subtype=content_share. Labels for the corpus are classifier-assigned, so ground_truth=classifier even though the training labels are expert coding. classification_level=claim_level in the sense of per-document appraisal (each page read and judged), not a domain-level reliability list. Data collection spans two years; year set to 2017 (start of collection). Comparator reported in the same sentence-pair: 23.52% (33,636 of 143,003) of web pages were high credibility - a complementary category, not a separate misinformation estimate, so no row.",medium,,
2-s2.0-85083635352#136,2-s2.0-85083635352,verify_02.csv,CORRECT,RECALL,SHARING,5.0,5.0,"451 Chilean internet users who completed wave 2 of a panel stratified on the national Casen survey (sex, age, geography)","Vacunas producen autismo                                                         72,3%                    17,5%                       5,0%",The 5.0% is the table's “La compartí” value; corrected the cited cell.,"loc: p. 6, Section 4.1, Table 1, column 'La compartí'; Lowest of the four sharing values. Same panel as the other rows.",high,,
2-s2.0-85096714006#145,2-s2.0-85096714006,verify_01.csv,CORRECT,RECALL,SHARING,46.3,46.3,"471 respondents to the news-use / fake-news block of an online survey of Canary Islands residents aged 16+ (item non-response 4.2%; analytic n for the sharing items = 451, per the Table 4 note: intentional distributors n = 108, rest of the sample n = 343)","(a) seemed accurate at the time, but you later found was made up or false? 53.7% 46.3%","Checked against the cited paper; value, denominator, and construct agree.","loc: Section 5.2, Table 2 (p. 6); Single-item variant of the 51.2% unintentional aggregate. Percentages are the 'At some point' column (values 2-6 on the 1-6 frequency scale, 1 = Never). Platform_norm coded 'survey' because the items name no specific platform, though the paper frames the behaviour as social media sharing.",high,,
2-s2.0-85105330655#154,2-s2.0-85105330655,verify_01.csv,CORRECT,RECALL,SHARING,68,68,"350 Nigerian social media users surveyed by questionnaire (simple random sampling; age groups 20-35 = 42%, 36-50 = 35%, 50+ = 23%)","But all three age groups participate in sharing (forwarding) information that they admit not
being able to vouch for its credibility. For 68% of them, sharing unsubstantiated news is the limit.","Checked against the cited paper; value, denominator, and construct agree.","borderline; loc: Section 4 Results and Discussions, p. 194; also Abstract and Figure 1; Borderline and low confidence. (a) The numerator is 'unsubstantiated' / unverified information, i.e. content the respondent could not vouch for, NOT content established or believed to be false; this is broader than any of the three breadth levels, and 'misleading' is recorded only as the loosest available code. (b) The reporting is internally ambiguous: the abstract and body give 68% as a share of respondents ('all three age groups admitted to sharing of unsubstantiated information at 68%'), but Figure 1 presents 68% Shared against 32% Used as a two-slice pie captioned 'Those who shared versus those who actually used/acted on social media information', which would make 68% a share of a shared-versus-used split rather than of the 350 respondents. I read it as a share of respondents because the abstract pairs it with a separate 30% for using, and the body says 'more than 30% of the respondents admit to using', but the paper never gives a raw count. (c) Data-collection date never stated; year is the publication year, per instructions. (d) The paper contains no item-level table, no reliability information and no analysis beyond descriptives.",low,,
2-s2.0-85139734157#196,2-s2.0-85139734157,verify_01.csv,CORRECT,CONTENT,QUALITY,4,4,"100 English-language Pinterest pins retrieved with the search term ""testicular cancer""","Misinformation ranged from 4% (n=4) in testicular cancer to 26% (n=16) in bladder cancer pins (eg, cow urine for the treatment of bladder cancer).","Checked against the cited paper; value, denominator, and construct agree.","loc: Results, Quality of Pins; Table 1 (Misinformation row, Testicular column); Lowest of the four topical corpora.",high,,
2-s2.0-85139734157#195,2-s2.0-85139734157,verify_02.csv,CORRECT,CONTENT,QUALITY,15,15,"98 English-language Pinterest pins retrieved with the search term ""prostate cancer""","Misinformation b , n (%) 16 (26) 9 (9) 15 (15) 4 (4)",Checked the prostate column (98 pins; 15%).,"loc: Table 1, Misinformation row (Prostate column, n=98); Prostate column of the Table 1 misinformation row.",high,,
2-s2.0-85139734157#194,2-s2.0-85139734157,verify_02.csv,CORRECT,CONTENT,QUALITY,9,9,"100 English-language Pinterest pins retrieved with the search term ""kidney cancer""","Misinformation b , n (%) 16 (26) 9 (9) 15 (15) 4 (4)",Checked the kidney column (100 pins; 9%).,"loc: Table 1, Misinformation row (Kidney column, n=100); Table 1 column order is Bladder (n=61), Kidney (n=100), Prostate (n=98), Testicular (n=100); this row is the Kidney column.",high,,
2-s2.0-85142094882#206,2-s2.0-85142094882,verify_04.csv,CORRECT,CONTENT,OTHER,21,21,"363 articles across all ten issues of The Light (average 36 articles per issue), September 2020 to June 2021",Covid-19 conspiracy theory                                          77               21          0.930          0.741,Checked: Table 1 reports 77 articles and 21% of total content.,"within_misinfo_content; borderline; loc: Table 1, Evidence section, p. 5; borderline=true because articles were coded as conspiracist against a thematic definition (Barkun's three features) rather than fact-checked for truth or falsity against an external ground truth; the coding is nonetheless an explicit misinformation-type classification of every item in the corpus, so CONTENT rather than QUALITY. within_misinfo_content=true per R3: the denominator is the entire output of one conspiracist publication, not a general media sample, so the share is not a population prevalence.",high,,
2-s2.0-85142798912#208,2-s2.0-85142798912,verify_01.csv,CORRECT,RECALL,SHARING,31.1,31.1,"901 online-panel adults (18+) in Kenya, Nigeria and South Africa, recruited by a public opinion research firm and paid incentives",Misinformation sharing was measured by asking respondents if they have ever shared a political news story online that a) they later found out was made up? (31.1% shared) and b) they thought at the time was made up? (23.9% shared).,"Checked against the cited paper; value, denominator, and construct agree.","loc: p. 12-13, Study 1 Method, Measures; Pooled across the three Sub-Saharan African countries; the paper reports no country-specific shares, so no sub-rows are created. Non-probability online panel that the authors state over-represents urban, young and more educated respondents. The item wording is 'ever', so no time window.",high,,
2-s2.0-85142798912#209,2-s2.0-85142798912,verify_01.csv,CORRECT,RECALL,SHARING,23.9,23.9,"901 online-panel adults (18+) in Kenya, Nigeria and South Africa, recruited by a public opinion research firm and paid incentives",Misinformation sharing was measured by asking respondents if they have ever shared a political news story online that a) they later found out was made up? (31.1% shared) and b) they thought at the time was made up? (23.9% shared).,"Checked against the cited paper; value, denominator, and construct agree.","loc: p. 13, Study 1 Method, Measures; Second, stricter variant of the same sharing construct in the same country x platform cell (knowing rather than unwitting sharing), hence definition_variant = true. The two shares overlap (same respondents could answer yes to both), so they must not be summed.",high,,
2-s2.0-85143601086#216,2-s2.0-85143601086,verify_02.csv,CORRECT,RECALL,SHARING,18,18,"1,500 French respondents (Lightspeed Kantar online panel, quota-matched to census)",Figure 3. Sharing of misinformation (any topic).,The France bar is 18%; survey self-report is RECALL under the instructions.,"loc: p. 176, Figure 3; Lifetime reference period (“ever”). Table 5 regression n for France is 1,495.",high,,
2-s2.0-85158874704#233,2-s2.0-85158874704,verify_02.csv,CORRECT,RECALL,SHARING,6.1,6.1,"1,223 German respondents aged 18-70 from the Respondi online panel, quota-sampled on gender, age, income and labour-market status",Admits accidental sharing                 .061         0      1                    .090         0      1,"The Germany table reports .061, i.e. 6.1%.","loc: Table 1 (Descriptive statistics, N = 2379), p. 2; item wording in Table 5 note (p. 8) and Methods, 'Variables construction' (p. 9); Separate row rather than a definition variant of the deliberate-sharing row: the two items describe different behaviours (knowing at the time versus finding out later), and a respondent can answer yes to either, both or neither. The authors did not report the share saying yes to at least one, and no such union was computed (R8 bars cross-category sums). The Table 1 row is quoted whole; the German figure is the first Mean/Prop. value (.061), the UK figure the second (.090).",high,,
2-s2.0-85158874704#234,2-s2.0-85158874704,verify_06.csv,CORRECT,RECALL,SHARING,7.7,7.7,"1,156 UK respondents aged 18-70 from the Respondi online panel, quota-sampled on gender, age, income and labour-market status",Admits deliberate sharing                .035         0      1                    .077         0      1,Checked against the UK survey table.,"loc: Table 1 (Descriptive statistics, N = 2379), p. 2; item wording in Table 5 note (p. 8) and Methods, 'Variables construction' (p. 9); Split by country because the paper reports the two national samples separately throughout and hypothesises a country level difference. The UK value is roughly double the German one for the same item. The Table 1 row is quoted whole; the UK figure is the second Mean/Prop. value (.077).",high,,
2-s2.0-85173521631#246,2-s2.0-85173521631,verify_08.csv,CORRECT,QUALITY,CONTENT,31,31,the same 100 most-liked eligible cancer-related Japanese tweets,"In total, 31% of tweets were classified as containing harmful information (n=31; κ=0.62, 95% CI 0.44-0.79; Figure 2 B), described as Harmful action (9/59, 15.2%), Harmful inaction (43/59, 72.9%), Harmful interactions (3/59, 5.1%), Economic harm (3/59, 5.1%), and Other harmful information (1/59, 1.7%; Table 2 ).",Confirmed the 31/100 harmful-information quality classification.,"borderline; loc: Results, first paragraph; Abstract; Figure 2B; Coded QUALITY, not CONTENT: harmfulness is a judgement about potential consequences for patients, not about truth or falsity against an external ground truth, and a wholly true tweet could be rated harmful (e.g. discouraging a recommended action). Kept for the record, excluded from prevalence.",high,,
2-s2.0-85174641364#252,2-s2.0-85174641364,verify_08.csv,CORRECT,QUALITY,CONTENT,29,29,the same 504 coded English-language precision-nutrition tweets,"Overall, 29% (146/504) of tweets were judged to contain potentially misleading information, 14.9% (75/504) contained untrue information, and the remaining 56.2% (283/504) had neither ( Table 4 ).","Confirmed the 146/504 potentially misleading, not-untrue, quality judgment.","borderline; loc: Results, 'Results by Presence of Potentially Misleading or Untrue Content'; Table 4; Coded QUALITY rather than CONTENT because the authors state explicitly that a substantively true tweet can carry this label: the leading example ('diet influences DNA') is accurate shorthand for epigenetic effects that could merely be misread. The category is imprecision, not falsity, and is a separate mutually exclusive level from 'untrue', not a broader definition of it - hence definition_variant is false rather than true.",medium,,
2-s2.0-85194066073#256,2-s2.0-85194066073,verify_02.csv,CORRECT,RECALL,SHARING,2.2,2.2,387 Albanian audience members who completed the online questionnaire (the item asks what respondents do when they identify content as fake news; the four response shares sum to 99.9%),"Instagram, etc., a small part of the audience (2.2%) shared them on their profile showing the suspicion that they may not be true and only 18.6% of the respondents clicked on them.",Self-reported sharing is coded RECALL under the instructions.,"borderline; loc: Section 4, Findings of the Study, p. 17; Denominator is ambiguous: the item is introduced as 'what is the audience behavior when they identify media contents as fake news', so it may be asked only of those who encountered fake news (86.6%) rather than of all 387. The four options sum to 99.9%, consistent with a single-choice item across all respondents. Also note the numerator is sharing while flagging suspicion, not credulous sharing. Marked borderline and low confidence for these reasons.",low,,
2-s2.0-85199531015#271,2-s2.0-85199531015,verify_03.csv,CORRECT,CONTENT,QUALITY,4.6,4.6,237 graded human-expert answers (out of 251 cardiology question-answer pairs collected from NAVER; the paper does not explain the 237 vs 251 gap),"However, the rate of low accuracy was also higher for the human expert answers (11/237, 4.6% vs 1/238, 0.4%; P =.007).",Checked the exact 11/237 low-accuracy result.,"borderline; loc: Results, medical accuracy paragraph (Figure 2B); Comparison arm of the same audit: the same cardiologist panel graded the human experts' portal answers. Kept as a separate CONTENT row because the source (human specialists on a Q&A portal) differs from the chatbot.",high,,
2-s2.0-85211772982#302,2-s2.0-85211772982,verify_02.csv,CORRECT,CONTENT,QUALITY,1.72,1.72,58 self-care questions on medicines and supplements posed in Dutch to Gemini (answers scored 1-5),% of 1s                     3.45                0                  1.72                1.72               3.45                       1.72,Checked Gemini column in the 58-question table.,"loc: Table 3 (Results, Main results), p. 1004; Gemini also refused to answer some queries (1.72% non-responses), which received no score.",high,,
2-s2.0-85211772982#301,2-s2.0-85211772982,verify_02.csv,CORRECT,CONTENT,QUALITY,1.72,1.72,58 self-care questions on medicines and supplements posed in Dutch to Copilot (answers scored 1-5),% of 1s                     3.45                0                  1.72                1.72               3.45                       1.72,Checked Copilot column in the 58-question table.,"loc: Table 3 (Results, Main results), p. 1004; Third column of the Table 3 '% of 1s' row.",high,,
2-s2.0-85211772982#304,2-s2.0-85211772982,verify_03.csv,CORRECT,CONTENT,QUALITY,1.72,1.72,58 self-care questions on medicines and supplements posed in Dutch to Perplexity AI (answers scored 1-5),% of 1s                     3.45                0                  1.72                1.72               3.45                       1.72,The Perplexity column reports 1.72% of answers rated 1; this is an explicit accuracy judgment over chatbot content.,"loc: Table 3 (Results, Main results), p. 1004; Perplexity answered all 58 questions (0% non-responses), so its denominator is the full 58.",high,,
